NativeMethods.cs,NativeMethods,-,IMC_GETCONVERSIONMODE,const,int,IME 변환 모드 가져오기 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,IMC_SETCONVERSIONMODE,const,int,IME 변환 모드 설정 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,IME_CMODE_NATIVE,const,int,IME 변환 모드: 한글 모드 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,SMTO_ABORTIFHUNG,const,int,SendMessageTimeout 플래그: 응답이 없으면 중단[cite: 40]
NativeMethods.cs,NativeMethods,-,OCR_NORMAL,const,int,일반 커서 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,OCR_IBEAM,const,int,I-beam 커서 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,SPI_SETCURSORS,const,int,시스템 커서 설정 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,SPIF_SENDCHANGE,const,int,시스템 파라미터 변경 시 모든 창에 알림 플래그[cite: 40]
NativeMethods.cs,NativeMethods,-,WH_KEYBOARD_LL,const,int,Low-level keyboard hook 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,WH_MOUSE_LL,const,int,Low-level mouse hook 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,WM_KEYDOWN,const,int,Key down 메시지 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,WM_SYSKEYDOWN,const,int,System Key down 메시지 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,WM_LBUTTONDOWN,const,int,Left mouse button down 메시지 상수[cite: 40]
NativeMethods.cs,NativeMethods,-,INPUT_KEYBOARD,const,int,키보드 입력 유형 플래그[cite: 40]
NativeMethods.cs,NativeMethods,-,KEYEVENTF_UNICODE,const,int,Unicode 키 이벤트 플래그[cite: 40]
NativeMethods.cs,NativeMethods,-,KEYEVENTF_KEYUP,const,int,키 업 이벤트 플래그[cite: 40]
NativeMethods.cs,NativeMethods,-,MDT_EFFECTIVE_DPI,const,int,모니터 DPI 가져오기: 실제 DPI[cite: 40]
NativeMethods.cs,NativeMethods,-,MONITOR_DEFAULTTONEAREST,const,int,기본 모니터: 가장 가까운 모니터 플래그[cite: 40]
NativeMethods.cs,NativeMethods,-,IMAGE_CURSOR,const,int,LoadImage에서 커서 이미지를 로드할 때 사용하는 플래그[cite: 40]
NativeMethods.cs,NativeMethods,-,LR_SHARED,const,int,LoadImage에서 공유 리소스를 로드할 때 사용하는 플래그[cite: 40]
NativeMethods.cs,NativeMethods,-,LR_DEFAULTSIZE,const,int,LoadImage에서 기본 크기로 이미지를 로드할 때 사용하는 플래그[cite: 40]
NativeMethods.cs,NativeMethods,-,SM_CXCURSOR,const,int,커서의 너비 시스템 메트릭스 인덱스[cite: 40]
NativeMethods.cs,NativeMethods,-,SM_CYCURSOR,const,int,커서의 높이 시스템 메트릭스 인덱스[cite: 40]
NativeMethods.cs,NativeMethods.POINT,-,-,struct,struct,좌표 정보를 담는 Win32 POINT 구조체[cite: 40]
NativeMethods.cs,NativeMethods.POINT,-,X,field,int,X 좌표 필드[cite: 40]
NativeMethods.cs,NativeMethods.POINT,-,Y,field,int,Y 좌표 필드[cite: 40]
NativeMethods.cs,NativeMethods.SIZE,-,-,struct,struct,크기 정보를 담는 Win32 SIZE 구조체[cite: 40]
NativeMethods.cs,NativeMethods.SIZE,-,cx,field,int,너비 필드[cite: 40]
NativeMethods.cs,NativeMethods.SIZE,-,cy,field,int,높이 필드[cite: 40]
NativeMethods.cs,NativeMethods.BLENDFUNCTION,-,-,struct,struct,알파 블렌딩 정보를 담는 Win32 BLENDFUNCTION 구조체[cite: 40]
NativeMethods.cs,NativeMethods.BLENDFUNCTION,-,BlendOp,field,int,블렌드 연산 코드[cite: 40]
NativeMethods.cs,NativeMethods.BLENDFUNCTION,-,BlendFlags,field,int,블렌드 플래그[cite: 40]
NativeMethods.cs,NativeMethods.BLENDFUNCTION,-,SourceConstantAlpha,field,int,소스 알파 값[cite: 40]
NativeMethods.cs,NativeMethods.BLENDFUNCTION,-,AlphaFormat,field,int,알파 포맷[cite: 40]
NativeMethods.cs,NativeMethods.ICONINFO,-,-,struct,struct,아이콘 정보를 담는 Win32 ICONINFO 구조체[cite: 40]
NativeMethods.cs,NativeMethods.ICONINFO,-,fIcon,field,int,아이콘 여부 플래그[cite: 40]
NativeMethods.cs,NativeMethods.ICONINFO,-,xHotspot,field,int,X 핫스팟 좌표[cite: 40]
NativeMethods.cs,NativeMethods.ICONINFO,-,yHotspot,field,int,Y 핫스팟 좌표[cite: 40]
NativeMethods.cs,NativeMethods.ICONINFO,-,hbmMask,field,object,마스크 비트맵 핸들[cite: 40]
NativeMethods.cs,NativeMethods.ICONINFO,-,hbmColor,field,object,컬러 비트맵 핸들[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,-,struct,struct,GUI 스레드 정보를 담는 Win32 구조체[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,cbSize,field,int,구조체 크기[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,flags,field,int,스레드 상태 플래그[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,hwndActive,field,object,활성 창 핸들[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,hwndFocus,field,object,포커스 창 핸들[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,hwndCapture,field,object,캡처 창 핸들[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,hwndMenuOwner,field,object,메뉴 소유자 창 핸들[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,hwndMoveSize,field,object,이동/크기 조절 창 핸들[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,hwndCaret,field,object,캐럿 창 핸들[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,rectLeft,field,int,캐럿 사각형 왼쪽 좌표[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,rectTop,field,int,캐럿 사각형 위쪽 좌표[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,rectRight,field,int,캐럿 사각형 오른쪽 좌표[cite: 40]
NativeMethods.cs,NativeMethods.GUITHREADINFO,-,rectBottom,field,int,캐럿 사각형 아래쪽 좌표[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,-,struct,struct,비트맵 정보를 담는 Win32 구조체[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biSize,field,int,구조체 크기[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biWidth,field,int,비트맵 너비[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biHeight,field,int,비트맵 높이[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biPlanes,field,int,색상 평면 수[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biBitCount,field,int,픽셀당 비트 수[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biCompression,field,int,압축 유형[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biSizeImage,field,int,이미지 크기[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biXPelsPerMeter,field,int,X축 미터당 픽셀 수[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biYPelsPerMeter,field,int,Y축 미터당 픽셀 수[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biClrUsed,field,int,사용된 색상 수[cite: 40]
NativeMethods.cs,NativeMethods.BITMAPINFO,-,biClrImportant,field,int,중요 색상 수[cite: 40]
NativeMethods.cs,NativeMethods.CURSORINFO,-,-,struct,struct,커서 정보를 담는 Win32 구조체[cite: 40]
NativeMethods.cs,NativeMethods.CURSORINFO,-,cbSize,field,int,구조체 크기[cite: 40]
NativeMethods.cs,NativeMethods.CURSORINFO,-,flags,field,int,커서 상태 플래그[cite: 40]
NativeMethods.cs,NativeMethods.CURSORINFO,-,hCursor,field,object,커서 핸들[cite: 40]
NativeMethods.cs,NativeMethods.CURSORINFO,-,ptScreenPos,field,struct,화면 상의 커서 좌표[cite: 40]
NativeMethods.cs,NativeMethods.INPUT,-,-,struct,struct,입력 이벤트를 정의하는 Win32 구조체[cite: 40]
NativeMethods.cs,NativeMethods.INPUT,-,type,field,int,입력 이벤트 유형[cite: 40]
NativeMethods.cs,NativeMethods.INPUT,-,U,field,struct,입력 이벤트 상세 데이터를 포함하는 공용체[cite: 40]
NativeMethods.cs,NativeMethods.InputUnion,-,-,struct,struct,입력 이벤트 데이터를 담는 명시적 레이아웃 공용체 구조체[cite: 40]
NativeMethods.cs,NativeMethods.InputUnion,-,mi,field,struct,마우스 입력 구조체 데이터[cite: 40]
NativeMethods.cs,NativeMethods.InputUnion,-,ki,field,struct,키보드 입력 구조체 데이터[cite: 40]
NativeMethods.cs,NativeMethods.InputUnion,-,hi,field,struct,하드웨어 입력 구조체 데이터[cite: 40]
NativeMethods.cs,NativeMethods.MOUSEINPUT,-,-,struct,struct,마우스 입력 이벤트를 정의하는 Win32 구조체[cite: 40]
NativeMethods.cs,NativeMethods.MOUSEINPUT,-,dx,field,int,X 이동량 또는 절대 좌표[cite: 40]
NativeMethods.cs,NativeMethods.MOUSEINPUT,-,dy,field,int,Y 이동량 또는 절대 좌표[cite: 40]
NativeMethods.cs,NativeMethods.MOUSEINPUT,-,mouseData,field,int,마우스 휠 이동량 등 데이터[cite: 40]
NativeMethods.cs,NativeMethods.MOUSEINPUT,-,dwFlags,field,int,마우스 이벤트 플래그[cite: 40]
NativeMethods.cs,NativeMethods.MOUSEINPUT,-,time,field,int,이벤트 발생 타임스탬프[cite: 40]
NativeMethods.cs,NativeMethods.MOUSEINPUT,-,dwExtraInfo,field,object,추가 정보 핸들[cite: 40]
NativeMethods.cs,NativeMethods.KEYBDINPUT,-,-,struct,struct,키보드 입력 이벤트를 정의하는 Win32 구조체[cite: 40]
NativeMethods.cs,NativeMethods.KEYBDINPUT,-,wVk,field,int,가상 키 코드[cite: 40]
NativeMethods.cs,NativeMethods.KEYBDINPUT,-,wScan,field,int,하드웨어 스캔 코드[cite: 40]
NativeMethods.cs,NativeMethods.KEYBDINPUT,-,dwFlags,field,int,키보드 이벤트 플래그[cite: 40]
NativeMethods.cs,NativeMethods.KEYBDINPUT,-,time,field,int,이벤트 발생 타임스탬프[cite: 40]
NativeMethods.cs,NativeMethods.KEYBDINPUT,-,dwExtraInfo,field,object,추가 정보 핸들[cite: 40]
NativeMethods.cs,NativeMethods.HARDWAREINPUT,-,-,struct,struct,하드웨어 입력 이벤트를 정의하는 Win32 구조체[cite: 40]
NativeMethods.cs,NativeMethods.HARDWAREINPUT,-,uMsg,field,int,메시지 유형[cite: 40]
NativeMethods.cs,NativeMethods.HARDWAREINPUT,-,wParamL,field,int,메시지 파라미터 하위 워드[cite: 40]
NativeMethods.cs,NativeMethods.HARDWAREINPUT,-,wParamH,field,int,메시지 파라미터 상위 워드[cite: 40]
NativeMethods.cs,NativeMethods,ClientToScreen,-,method,bool,클라이언트 좌표를 화면 좌표로 변환[cite: 40]
NativeMethods.cs,NativeMethods,LoadImage,-,method,object,이미지 커서 또는 아이콘을 로드[cite: 40]
NativeMethods.cs,NativeMethods,SetWindowsHookEx,-,method,object,애플리케이션 시스템 훅(Hook) 프로시저를 설치[cite: 40]
NativeMethods.cs,NativeMethods,UnhookWindowsHookEx,-,method,bool,설치된 시스템 훅을 제거[cite: 40]
NativeMethods.cs,NativeMethods,CallNextHookEx,-,method,object,훅 체인에 있는 다음 훅 프로시저로 정보를 전달[cite: 40]
NativeMethods.cs,NativeMethods,SendInput,-,method,int,키보드 및 마우스 입력을 합성하여 시스템에 전송[cite: 40]
NativeMethods.cs,NativeMethods,GetDpiForSystem,-,method,int,시스템 DPI 값을 가져옴[cite: 40]
NativeMethods.cs,NativeMethods,MonitorFromWindow,-,method,object,지정된 윈도우와 교차하는 모니터 핸들을 반환[cite: 40]
NativeMethods.cs,NativeMethods,GetCursorInfo,-,method,bool,전역 커서 정보를 조회[cite: 40]
NativeMethods.cs,NativeMethods,GetIconInfo,-,method,bool,아이콘 또는 커서에 대한 세부 정보를 검색[cite: 40]
NativeMethods.cs,NativeMethods,GetForegroundWindow,-,method,object,사용자가 현재 작업 중인 창의 핸들을 가져옴[cite: 40]
NativeMethods.cs,NativeMethods,GetWindowThreadProcessId,-,method,int,지정된 창을 생성한 스레드의 식별자를 검색[cite: 40]
NativeMethods.cs,NativeMethods,GetKeyboardLayout,-,method,object,지정된 스레드의 키보드 레이아웃 핸들을 반환[cite: 40]
NativeMethods.cs,NativeMethods,GetKeyState,-,method,int,지정된 가상 키의 상태(눌림 또는 토글)를 조회[cite: 40]
NativeMethods.cs,NativeMethods,GetCursorPos,-,method,bool,마우스 커서의 화면 좌표를 조회[cite: 40]
NativeMethods.cs,NativeMethods,SendMessageTimeout,-,method,object,지정된 창에 메시지를 보내고 타임아웃 동안 응답을 대기[cite: 40]
NativeMethods.cs,NativeMethods,SetSystemCursor,-,method,bool,시스템 커서 모양을 변경[cite: 40]
NativeMethods.cs,NativeMethods,CopyIcon,-,method,object,지정된 아이콘 또는 커서를 복사[cite: 40]
NativeMethods.cs,NativeMethods,CreateIconIndirect,-,method,object,ICONINFO 구조체로부터 아이콘이나 커서를 생성[cite: 40]
NativeMethods.cs,NativeMethods,GetClassName,-,method,int,지정된 윈도우의 클래스 이름을 반환[cite: 40]
NativeMethods.cs,NativeMethods,SetForegroundWindow,-,method,bool,지정된 윈도우를 백그라운드에서 포어그라운드로 이동[cite: 40]
NativeMethods.cs,NativeMethods,UpdateLayeredWindow,-,method,bool,레이어드 윈도우의 위치 크기 모양 내용 알파를 업데이트[cite: 40]
NativeMethods.cs,NativeMethods,GetSystemMetrics,-,method,int,시스템 메트릭 정보 및 시스템 구성 설정을 조회[cite: 40]
NativeMethods.cs,NativeMethods,GetDC,-,method,object,지정된 윈도우의 디바이스 컨텍스트(DC) 핸들을 가져옴[cite: 40]
NativeMethods.cs,NativeMethods,ReleaseDC,-,method,int,디바이스 컨텍스트를 해제[cite: 40]
NativeMethods.cs,NativeMethods,DrawIconEx,-,method,bool,지정된 아이콘 또는 커서를 디바이스 컨텍스트에 그림[cite: 40]
NativeMethods.cs,NativeMethods,DestroyCursor,-,method,bool,생성된 커서를 파괴하고 리소스를 해제[cite: 40]
NativeMethods.cs,NativeMethods,DestroyIcon,-,method,bool,생성된 아이콘을 파괴하고 리소스를 해제[cite: 40]
NativeMethods.cs,NativeMethods,SystemParametersInfo,-,method,bool,시스템 전역 매개변수를 질의하거나 설정[cite: 40]
NativeMethods.cs,NativeMethods,GetGUIThreadInfo,-,method,bool,특정 GUI 스레드의 상태 정보를 조회[cite: 40]
NativeMethods.cs,NativeMethods,keybd_event,-,method,void,키보드 이벤트를 합성하여 전송 (구형 API)[cite: 40]
NativeMethods.cs,NativeMethods,ToUnicodeEx,-,method,int,가상 키 코드 및 스캔 코드를 유니코드 문자로 변환[cite: 40]
NativeMethods.cs,NativeMethods,MapVirtualKeyEx,-,method,int,가상 키 코드 스캔 코드 또는 문자 값을 서로 변환[cite: 40]
NativeMethods.cs,NativeMethods,GetKeyboardState,-,method,bool,모든 가상 키의 현재 키보드 상태를 복사[cite: 40]
NativeMethods.cs,NativeMethods,OpenClipboard,-,method,bool,클립보드를 열어 현재 창에서 검사하고 비울 수 있도록 함[cite: 40]
NativeMethods.cs,NativeMethods,CloseClipboard,-,method,bool,열린 클립보드를 닫음[cite: 40]
NativeMethods.cs,NativeMethods,EmptyClipboard,-,method,bool,클립보드의 내용을 비우고 메모리를 해제[cite: 40]
NativeMethods.cs,NativeMethods,GetClipboardData,-,method,object,클립보드에서 지정된 형식의 데이터를 가져옴[cite: 40]
NativeMethods.cs,NativeMethods,IsClipboardFormatAvailable,-,method,bool,클립보드에 지정된 형식의 데이터가 포함되어 있는지 판별[cite: 40]
NativeMethods.cs,NativeMethods,CreateCompatibleDC,-,method,object,지정된 디바이스와 호환되는 메모리 디바이스 컨텍스트 생성[cite: 40]
NativeMethods.cs,NativeMethods,DeleteDC,-,method,bool,지정된 디바이스 컨텍스트를 삭제[cite: 40]
NativeMethods.cs,NativeMethods,CreateDIBSection,-,method,object,애플리케이션이 직접 쓸 수 있는 DIB 생성 및 비트 포인터 반환[cite: 40]
NativeMethods.cs,NativeMethods,SelectObject,-,method,object,디바이스 컨텍스트로 객체를 선택[cite: 40]
NativeMethods.cs,NativeMethods,DeleteObject,-,method,bool,펜 브러시 비트맵 등의 논리 객체를 삭제[cite: 40]
NativeMethods.cs,NativeMethods,ImmGetDefaultIMEWnd,-,method,object,기본 IME 창 핸들을 검색[cite: 40]
NativeMethods.cs,NativeMethods,ImmGetContext,-,method,object,지정된 윈도우와 연관된 입력 컨텍스트(IME)를 가져옴[cite: 40]
NativeMethods.cs,NativeMethods,ImmGetConversionStatus,-,method,bool,현재 IME의 변환 상태를 가져옴[cite: 40]
NativeMethods.cs,NativeMethods,ImmReleaseContext,-,method,bool,가져온 입력 컨텍스트(IME)를 해제[cite: 40]
NativeMethods.cs,NativeMethods,GetModuleHandle,-,method,object,호출하는 프로세스의 주소 공간에 매핑된 지정된 모듈의 핸들 반환[cite: 40]
NativeMethods.cs,NativeMethods,GetDpiForMonitor,-,method,int,특정 모니터에 대한 DPI 값을 조회[cite: 40]
NativeMethods.cs,NativeMethods,GlobalLock,-,method,object,전역 메모리 객체를 잠그고 첫 번째 바이트를 가리키는 포인터 반환[cite: 40]
NativeMethods.cs,NativeMethods,GlobalUnlock,-,method,bool,GlobalLock으로 잠근 전역 메모리 객체의 잠금을 해제[cite: 40]
NativeMethods.cs,NativeMethods,SimulateCapsLock,-,method,void,Caps Lock 키 입력을 시뮬레이션하는 메서드[cite: 40]
NativeMethods.cs,NativeMethods,SimulateCapsLock,inputs,local,array,Caps Lock 키 입력을 시뮬레이션하기 위한 INPUT 구조체 배열[cite: 40]
NativeMethods.cs,NativeMethods,SendBackspace,-,method,void,백스페이스 키 입력을 시뮬레이션하는 메서드[cite: 40]
NativeMethods.cs,NativeMethods,SendBackspace,inputs,local,array,백스페이스 키 입력을 시뮬레이션하기 위한 INPUT 구조체 배열[cite: 40]
NativeMethods.cs,NativeMethods,SendUnicodeString,-,method,void,유니코드 문자열을 입력으로 보내는 메서드[cite: 40]
NativeMethods.cs,NativeMethods,SendUnicodeString,text,parameter,string,입력 시뮬레이션으로 전송할 대상 유니코드 문자열[cite: 40]
NativeMethods.cs,NativeMethods,SendUnicodeString,inputs,local,array,문자열 입력을 시뮬레이션하기 위해 생성된 INPUT 구조체 배열[cite: 40]
NativeMethods.cs,NativeMethods,SendUnicodeString,i,local,int,문자열을 순회하기 위해 사용되는 루프 인덱스 변수[cite: 40]
